ID	Coyote	Fox	Site	Block	Year	WolfPresent	EdgeDistance	Zone	Coyote:FoxRatio	Fox:CoyoteRatio	CoyotePrice	FoxPrice
1074	5	4	Saskatch	P002	1985	Wolf	103.05	Transition	2.57	0.39	59	29
1075	11	11	Saskatch	P003	1985	Wolf	162.24	Transition	1.17	0.85	59	29
1076	2	12	Saskatch	P004	1985	Wolf	196.95	Transition	0.45	2.20	59	29
1077	4	13	Saskatch	P020	1985	NoWolf	235.86	NoWolf	1.47	0.68	59	29
1078	33	7	Saskatch	P027	1985	Wolf	17.82	Transition	6.71	0.15	59	29
1079	34	6	Saskatch	P029	1985	Wolf	136.34	Transition	2.45	0.41	59	29
1080	5	9	Saskatch	P030	1985	Wolf	154.43	Transition	1.17	0.85	59	29
1081	3	6	Saskatch	P036	1985	Wolf	148.26	Transition	0.32	3.13	59	29
1082	14	4	Saskatch	P062	1985	Wolf	122.38	Transition	1.86	0.54	59	29
1083	3	3	Saskatch	P063	1985	Wolf	129.18	Transition	1.36	0.73	59	29
1084	9	9	Saskatch	P064	1985	Wolf	93.99	Transition	1.44	0.69	59	29
1085	0	5	Saskatch	P065	1985	Wolf	198.53	Transition	0.71	1.41	59	29
1086	10	28	Saskatch	P069	1985	Wolf	169.44	Transition	0.43	2.30	59	29
1087	2	19	Saskatch	P072	1985	Wolf	142.77	Transition	0.56	1.79	59	29
1088	7	4	Saskatch	P073	1985	Wolf	158.92	Transition	1.17	0.85	59	29
1089	14	10	Saskatch	P085	1985	Wolf	68.02	Transition	1.32	0.76	59	29
1090	3	14	Saskatch	P088	1985	Wolf	177.64	Transition	0.38	2.66	59	29
1091	347	285	Saskatch	Z001	1985	NoWolf	347.73	NoWolf	3.54	0.28	59	29
1092	260	251	Saskatch	Z002	1985	NoWolf	410.27	NoWolf	4.63	0.22	59	29
1093	103	52	Saskatch	Z003	1985	NoWolf	445.70	NoWolf	6.92	0.14	59	29
1094	372	25	Saskatch	Z004	1985	NoWolf	347.78	NoWolf	1.96	0.51	59	29
1095	554	17	Saskatch	Z005	1985	NoWolf	329.51	NoWolf	3.68	0.27	59	29
1096	176	84	Saskatch	Z006	1985	NoWolf	379.08	NoWolf	6.24	0.16	59	29
1097	208	21	Saskatch	Z007	1985	NoWolf	397.56	NoWolf	1.50	0.66	59	29
1098	122	51	Saskatch	Z008	1985	NoWolf	329.21	NoWolf	1.46	0.68	59	29
1099	54	54	Saskatch	Z009	1985	NoWolf	325.34	NoWolf	1.68	0.60	59	29
1100	123	207	Saskatch	Z010	1985	NoWolf	287.31	NoWolf	2.40	0.42	59	29
1101	22	35	Saskatch	Z011	1985	NoWolf	275.53	NoWolf	1.77	0.56	59	29
1102	11	26	Saskatch	Z012	1985	NoWolf	254.38	NoWolf	1.68	0.60	59	29
1103	132	62	Saskatch	Z013	1985	NoWolf	269.84	NoWolf	2.68	0.37	59	29
1104	191	128	Saskatch	Z014	1985	NoWolf	241.27	NoWolf	2.80	0.36	59	29
1105	296	794	Saskatch	Z015	1985	NoWolf	260.99	NoWolf	1.63	0.61	59	29
1106	184	350	Saskatch	Z016	1985	NoWolf	200.19	NoWolf	1.16	0.87	59	29
1107	169	230	Saskatch	Z017	1985	NoWolf	176.12	NoWolf	2.83	0.35	59	29
1108	146	234	Saskatch	Z018	1985	NoWolf	259.53	NoWolf	2.10	0.48	59	29
1109	846	460	Saskatch	Z019	1985	NoWolf	275.22	NoWolf	2.82	0.35	59	29
1110	558	255	Saskatch	Z021	1985	NoWolf	153.61	NoWolf	2.91	0.34	59	29
1111	149	57	Saskatch	Z022	1985	NoWolf	150.38	NoWolf	3.71	0.27	59	29
1112	276	157	Saskatch	Z023	1985	NoWolf	197.45	NoWolf	3.01	0.33	59	29
1113	157	57	Saskatch	Z024	1985	NoWolf	202.82	NoWolf	4.95	0.20	59	29
1114	198	276	Saskatch	Z025	1985	NoWolf	194.38	NoWolf	2.53	0.40	59	29
1115	94	108	Saskatch	Z026	1985	NoWolf	173.97	NoWolf	3.06	0.33	59	29
1116	276	257	Saskatch	Z027	1985	NoWolf	116.47	NoWolf	1.78	0.56	59	29
1117	16	5	Saskatch	Z028	1985	NoWolf	133.32	NoWolf	4.42	0.23	59	29
1118	238	193	Saskatch	Z029	1985	NoWolf	141.90	NoWolf	3.29	0.30	59	29
1119	677	317	Saskatch	Z030	1985	NoWolf	81.95	NoWolf	3.45	0.29	59	29
1120	86	191	Saskatch	Z031	1985	NoWolf	198.93	NoWolf	2.03	0.49	59	29
1121	236	131	Saskatch	Z032	1985	NoWolf	159.44	NoWolf	2.67	0.38	59	29
1122	225	150	Saskatch	Z033	1985	NoWolf	152.09	NoWolf	3.96	0.25	59	29
1123	546	146	Saskatch	Z034	1985	NoWolf	109.11	NoWolf	4.62	0.22	59	29
1124	359	86	Saskatch	Z035	1985	NoWolf	64.72	NoWolf	5.12	0.20	59	29
1125	385	151	Saskatch	Z036	1985	NoWolf	138.51	NoWolf	3.23	0.31	59	29
1126	722	417	Saskatch	Z037	1985	NoWolf	50.16	NoWolf	3.49	0.29	59	29
1127	493	284	Saskatch	Z038	1985	NoWolf	140.06	NoWolf	3.12	0.32	59	29
1128	546	163	Saskatch	Z039	1985	NoWolf	81.83	NoWolf	4.19	0.24	59	29
1129	239	153	Saskatch	Z040	1985	NoWolf	52.17	NoWolf	3.36	0.30	59	29
1130	317	230	Saskatch	Z041	1985	NoWolf	61.13	NoWolf	2.77	0.36	59	29
1131	317	163	Saskatch	Z042	1985	Wolf	2.67	Transition	3.62	0.28	59	29
1132	439	208	Saskatch	Z043	1985	Wolf	50.71	Transition	2.45	0.41	59	29
1133	434	91	Saskatch	Z044	1985	NoWolf	46.63	NoWolf	3.69	0.27	59	29
1134	423	174	Saskatch	Z045	1985	NoWolf	48.41	NoWolf	5.71	0.18	59	29
1135	677	82	Saskatch	Z046	1985	NoWolf	75.22	NoWolf	7.59	0.13	59	29
1136	361	105	Saskatch	Z047	1985	Wolf	12.86	Transition	7.60	0.13	59	29
1137	173	67	Saskatch	Z048	1985	NoWolf	12.16	NoWolf	4.62	0.22	59	29
1138	74	32	Saskatch	Z049	1985	Wolf	59.29	Transition	4.58	0.22	59	29
1139	47	34	Saskatch	Z050	1985	Wolf	87.51	Transition	2.18	0.46	59	29
1140	266	194	Saskatch	Z051	1985	Wolf	50.89	Transition	2.51	0.40	59	29
1141	89	45	Saskatch	Z052	1985	Wolf	7.87	Transition	4.13	0.24	59	29
1142	83	37	Saskatch	Z053	1985	Wolf	60.14	Transition	4.17	0.24	59	29
1143	573	214	Saskatch	Z054	1985	Wolf	6.73	Transition	4.45	0.22	59	29
1144	403	49	Saskatch	Z055	1985	Wolf	106.35	Transition	6.60	0.15	59	29
1145	9	2	Saskatch	A111	1986	NoWolf	7.68	NoWolf	2.44	0.41	65	30
1146	6	16	Saskatch	H025	1986	Wolf	97.15	Transition	2.81	0.36	65	30
1147	47	10	Saskatch	H044	1986	Wolf	76.85	Transition	1.50	0.67	65	30
1148	10	1	Saskatch	H075	1986	Wolf	123.44	Transition	0.91	1.10	65	30
1149	8	0	Saskatch	H100	1986	Wolf	58.67	Transition	2.04	0.49	65	30
1150	5	6	Saskatch	H101	1986	Wolf	107.96	Transition	2.89	0.35	65	30
1151	64	20	Saskatch	H102	1986	Wolf	12.51	Transition	6.11	0.16	65	30
1152	11	8	Saskatch	H103	1986	Wolf	24.20	Transition	4.97	0.20	65	30
1153	4	1	Saskatch	H104	1986	Wolf	3.26	Transition	10.11	0.10	65	30
1154	2	2	Saskatch	H105	1986	Wolf	60.18	Transition	3.98	0.25	65	30
1155	26	1	Saskatch	H106	1986	Wolf	11.64	Transition	4.12	0.24	65	30
1156	7	1	Saskatch	H110	1986	Wolf	35.90	Transition	2.17	0.46	65	30
1157	23	3	Saskatch	M037	1986	Wolf	158.25	Transition	2.14	0.47	65	30
1158	28	10	Saskatch	M038	1986	Wolf	145.85	Transition	2.69	0.37	65	30
1159	8	8	Saskatch	M041	1986	Wolf	75.67	Transition	3.29	0.30	65	30
1160	75	8	Saskatch	M047	1986	Wolf	59.77	Transition	10.08	0.10	65	30
1161	17	3	Saskatch	M049	1986	Wolf	63.33	Transition	3.88	0.26	65	30
1162	13	1	Saskatch	M052	1986	Wolf	115.80	Transition	5.61	0.18	65	30
1163	21	32	Saskatch	M053	1986	Wolf	141.60	Transition	1.50	0.66	65	30
1164	19	1	Saskatch	M054	1986	Wolf	60.48	Transition	9.08	0.11	65	30
1165	15	2	Saskatch	M055	1986	Wolf	53.30	Transition	8.32	0.12	65	30
1166	5	1	Saskatch	M056	1986	Wolf	63.99	Transition	4.92	0.20	65	30
1167	85	2	Saskatch	M058	1986	Wolf	89.70	Transition	9.03	0.11	65	30
1168	8	3	Saskatch	M060	1986	Wolf	85.15	Transition	2.38	0.42	65	30
1169	76	4	Saskatch	M081	1986	Wolf	83.75	Transition	7.11	0.14	65	30
1170	57	11	Saskatch	M38B	1986	Wolf	135.98	Transition	3.52	0.28	65	30
1171	12	7	Saskatch	N005	1986	Wolf	246.92	Wolf	0.36	2.81	65	30
1172	4	10	Saskatch	N006	1986	Wolf	240.88	Wolf	0.21	4.78	65	30
1173	4	20	Saskatch	N007	1986	Wolf	283.04	Wolf	0.25	3.97	65	30
1174	2	73	Saskatch	N008	1986	Wolf	375.17	Wolf	0.03	31.52	65	30
1175	4	87	Saskatch	N009	1986	Wolf	383.87	Wolf	0.08	12.90	65	30
1176	2	69	Saskatch	N010	1986	Wolf	469.86	Wolf	0.04	27.94	65	30
1177	9	38	Saskatch	N011	1986	Wolf	316.57	Wolf	0.27	3.67	65	30
1178	12	19	Saskatch	N012	1986	Wolf	217.85	Wolf	0.67	1.49	65	30
1179	23	14	Saskatch	N013	1986	Wolf	222.22	Wolf	1.09	0.92	65	30
1180	32	40	Saskatch	N014	1986	Wolf	271.39	Wolf	0.58	1.71	65	30
1181	23	53	Saskatch	N015	1986	Wolf	298.05	Wolf	0.59	1.69	65	30
1182	16	157	Saskatch	N016	1986	Wolf	372.60	Wolf	0.11	9.01	65	30
1183	9	132	Saskatch	N017	1986	Wolf	407.90	Wolf	0.12	8.68	65	30
1184	3	30	Saskatch	N018	1986	Wolf	518.57	Wolf	0.09	10.66	65	30
1185	5	89	Saskatch	N019	1986	Wolf	447.20	Wolf	0.11	9.47	65	30
1186	26	21	Saskatch	N021	1986	Wolf	273.45	Wolf	0.53	1.88	65	30
1187	1	5	Saskatch	N022	1986	Wolf	595.88	Wolf	0.04	26.50	65	30
1188	0	9	Saskatch	N023	1986	Wolf	702.31	Wolf	0.10	10.26	65	30
1189	0	44	Saskatch	N024	1986	Wolf	741.42	Wolf	na	na	65	30
1190	1	22	Saskatch	N026	1986	Wolf	572.95	Wolf	0.09	11.50	65	30
1191	24	11	Saskatch	N028	1986	Wolf	190.76	Transition	0.70	1.44	65	30
1192	9	7	Saskatch	N031	1986	Wolf	243.65	Wolf	1.14	0.88	65	30
1193	1	15	Saskatch	N032	1986	Wolf	277.91	Wolf	0.15	6.70	65	30
1194	2	19	Saskatch	N033	1986	Wolf	325.92	Wolf	0.32	3.11	65	30
1195	0	8	Saskatch	N034	1986	Wolf	308.95	Wolf	0.13	7.60	65	30
1196	8	13	Saskatch	N035	1986	Wolf	237.73	Wolf	0.27	3.70	65	30
1197	0	21	Saskatch	N050	1986	Wolf	725.41	Wolf	0.01	167.00	65	30
1198	0	20	Saskatch	N057	1986	Wolf	613.92	Wolf	0.02	60.33	65	30
1199	3	6	Saskatch	N066	1986	Wolf	240.73	Wolf	0.29	3.48	65	30
1200	0	28	Saskatch	N068	1986	Wolf	520.28	Wolf	0.03	37.67	65	30
1201	2	27	Saskatch	N071	1986	Wolf	288.48	Wolf	0.16	6.14	65	30
1202	0	47	Saskatch	N074	1986	Wolf	360.77	Wolf	0.20	5.13	65	30
1203	1	67	Saskatch	N078	1986	Wolf	436.02	Wolf	0.05	19.65	65	30
1204	2	71	Saskatch	N079	1986	Wolf	352.06	Wolf	0.06	15.66	65	30
1205	0	23	Saskatch	N080	1986	Wolf	638.78	Wolf	0.02	59.00	65	30
1206	6	16	Saskatch	N086	1986	Wolf	215.76	Wolf	0.56	1.80	65	30
1207	0	0	Saskatch	N090	1986	Wolf	163.41	Transition	0.36	2.81	65	30
1208	0	24	Saskatch	N093	1986	Wolf	661.57	Wolf	0.00	278.50	65	30
1209	17	19	Saskatch	P001	1986	Wolf	117.67	Transition	1.63	0.61	65	30
1210	22	17	Saskatch	P002	1986	Wolf	103.05	Transition	2.57	0.39	65	30
1211	4	12	Saskatch	P003	1986	Wolf	162.24	Transition	1.17	0.85	65	30
1212	3	7	Saskatch	P004	1986	Wolf	196.95	Transition	0.45	2.20	65	30
1213	9	15	Saskatch	P020	1986	NoWolf	235.86	NoWolf	1.47	0.68	65	30
1214	26	10	Saskatch	P027	1986	Wolf	17.82	Transition	6.71	0.15	65	30
1215	36	1	Saskatch	P029	1986	Wolf	136.34	Transition	2.45	0.41	65	30
1216	5	6	Saskatch	P030	1986	Wolf	154.43	Transition	1.17	0.85	65	30
1217	1	4	Saskatch	P036	1986	Wolf	148.26	Transition	0.32	3.13	65	30
1218	13	11	Saskatch	P062	1986	Wolf	122.38	Transition	1.86	0.54	65	30
1219	1	0	Saskatch	P063	1986	Wolf	129.18	Transition	1.36	0.73	65	30
1220	14	8	Saskatch	P064	1986	Wolf	93.99	Transition	1.44	0.69	65	30
1221	0	3	Saskatch	P065	1986	Wolf	198.53	Transition	0.71	1.41	65	30
1222	25	29	Saskatch	P069	1986	Wolf	169.44	Transition	0.43	2.30	65	30
1223	5	3	Saskatch	P072	1986	Wolf	142.77	Transition	0.56	1.79	65	30
1224	16	11	Saskatch	P073	1986	Wolf	158.92	Transition	1.17	0.85	65	30
1225	21	29	Saskatch	P085	1986	Wolf	68.02	Transition	1.32	0.76	65	30
1226	15	15	Saskatch	P088	1986	Wolf	177.64	Transition	0.38	2.66	65	30
1227	340	202	Saskatch	Z001	1986	NoWolf	347.73	NoWolf	3.54	0.28	65	30
1228	264	256	Saskatch	Z002	1986	NoWolf	410.27	NoWolf	4.63	0.22	65	30
1229	81	36	Saskatch	Z003	1986	NoWolf	445.70	NoWolf	6.92	0.14	65	30
1230	322	440	Saskatch	Z004	1986	NoWolf	347.78	NoWolf	1.96	0.51	65	30
1231	417	332	Saskatch	Z005	1986	NoWolf	329.51	NoWolf	3.68	0.27	65	30
1232	285	129	Saskatch	Z006	1986	NoWolf	379.08	NoWolf	6.24	0.16	65	30
1233	188	32	Saskatch	Z007	1986	NoWolf	397.56	NoWolf	1.50	0.66	65	30
1234	140	84	Saskatch	Z008	1986	NoWolf	329.21	NoWolf	1.46	0.68	65	30
1235	70	20	Saskatch	Z009	1986	NoWolf	325.34	NoWolf	1.68	0.60	65	30
1236	145	242	Saskatch	Z010	1986	NoWolf	287.31	NoWolf	2.40	0.42	65	30
1237	38	121	Saskatch	Z011	1986	NoWolf	275.53	NoWolf	1.77	0.56	65	30
1238	6	1	Saskatch	Z012	1986	NoWolf	254.38	NoWolf	1.68	0.60	65	30
1239	248	125	Saskatch	Z013	1986	NoWolf	269.84	NoWolf	2.68	0.37	65	30
1240	125	172	Saskatch	Z014	1986	NoWolf	241.27	NoWolf	2.80	0.36	65	30
1241	430	851	Saskatch	Z015	1986	NoWolf	260.99	NoWolf	1.63	0.61	65	30
1242	374	736	Saskatch	Z016	1986	NoWolf	200.19	NoWolf	1.16	0.87	65	30
1243	300	219	Saskatch	Z017	1986	NoWolf	176.12	NoWolf	2.83	0.35	65	30
1244	258	312	Saskatch	Z018	1986	NoWolf	259.53	NoWolf	2.10	0.48	65	30
1245	746	416	Saskatch	Z019	1986	NoWolf	275.22	NoWolf	2.82	0.35	65	30
1246	721	339	Saskatch	Z021	1986	NoWolf	153.61	NoWolf	2.91	0.34	65	30
1247	84	92	Saskatch	Z022	1986	NoWolf	150.38	NoWolf	3.71	0.27	65	30
1248	278	245	Saskatch	Z023	1986	NoWolf	197.45	NoWolf	3.01	0.33	65	30
1249	151	98	Saskatch	Z024	1986	NoWolf	202.82	NoWolf	4.95	0.20	65	30
1250	329	418	Saskatch	Z025	1986	NoWolf	194.38	NoWolf	2.53	0.40	65	30
1251	111	212	Saskatch	Z026	1986	NoWolf	173.97	NoWolf	3.06	0.33	65	30
1252	106	232	Saskatch	Z027	1986	NoWolf	116.47	NoWolf	1.78	0.56	65	30
1253	21	29	Saskatch	Z028	1986	NoWolf	133.32	NoWolf	4.42	0.23	65	30
1254	323	73	Saskatch	Z029	1986	NoWolf	141.90	NoWolf	3.29	0.30	65	30
1255	527	409	Saskatch	Z030	1986	NoWolf	81.95	NoWolf	3.45	0.29	65	30
1256	168	181	Saskatch	Z031	1986	NoWolf	198.93	NoWolf	2.03	0.49	65	30
1257	196	180	Saskatch	Z032	1986	NoWolf	159.44	NoWolf	2.67	0.38	65	30
1258	210	173	Saskatch	Z033	1986	NoWolf	152.09	NoWolf	3.96	0.25	65	30
1259	604	283	Saskatch	Z034	1986	NoWolf	109.11	NoWolf	4.62	0.22	65	30
1260	319	36	Saskatch	Z035	1986	NoWolf	64.72	NoWolf	5.12	0.20	65	30
1261	497	243	Saskatch	Z036	1986	NoWolf	138.51	NoWolf	3.23	0.31	65	30
1262	766	620	Saskatch	Z037	1986	NoWolf	50.16	NoWolf	3.49	0.29	65	30
1263	528	224	Saskatch	Z038	1986	NoWolf	140.06	NoWolf	3.12	0.32	65	30
1264	616	238	Saskatch	Z039	1986	NoWolf	81.83	NoWolf	4.19	0.24	65	30
1265	509	371	Saskatch	Z040	1986	NoWolf	52.17	NoWolf	3.36	0.30	65	30
1266	619	554	Saskatch	Z041	1986	NoWolf	61.13	NoWolf	2.77	0.36	65	30
1267	569	304	Saskatch	Z042	1986	Wolf	2.67	Transition	3.62	0.28	65	30
1268	648	434	Saskatch	Z043	1986	Wolf	50.71	Transition	2.45	0.41	65	30
1269	327	120	Saskatch	Z044	1986	NoWolf	46.63	NoWolf	3.69	0.27	65	30
1270	601	235	Saskatch	Z045	1986	NoWolf	48.41	NoWolf	5.71	0.18	65	30
1271	836	155	Saskatch	Z046	1986	NoWolf	75.22	NoWolf	7.59	0.13	65	30
1272	633	206	Saskatch	Z047	1986	Wolf	12.86	Transition	7.60	0.13	65	30
1273	203	179	Saskatch	Z048	1986	NoWolf	12.16	NoWolf	4.62	0.22	65	30
1274	73	18	Saskatch	Z049	1986	Wolf	59.29	Transition	4.58	0.22	65	30
1275	77	47	Saskatch	Z050	1986	Wolf	87.51	Transition	2.18	0.46	65	30
1276	243	214	Saskatch	Z051	1986	Wolf	50.89	Transition	2.51	0.40	65	30
1277	96	74	Saskatch	Z052	1986	Wolf	7.87	Transition	4.13	0.24	65	30
1278	86	48	Saskatch	Z053	1986	Wolf	60.14	Transition	4.17	0.24	65	30
1279	628	229	Saskatch	Z054	1986	Wolf	6.73	Transition	4.45	0.22	65	30
1280	733	59	Saskatch	Z055	1986	Wolf	106.35	Transition	6.60	0.15	65	30
1281	10	3	Saskatch	A111	1987	NoWolf	7.68	NoWolf	2.44	0.41	42	23
1282	9	8	Saskatch	H025	1987	Wolf	97.15	Transition	2.81	0.36	42	23
1283	5	0	Saskatch	H044	1987	Wolf	76.85	Transition	1.50	0.67	42	23
1284	9	0	Saskatch	H075	1987	Wolf	123.44	Transition	0.91	1.10	42	23
1285	7	1	Saskatch	H100	1987	Wolf	58.67	Transition	2.04	0.49	42	23
1286	6	3	Saskatch	H101	1987	Wolf	107.96	Transition	2.89	0.35	42	23
1287	32	5	Saskatch	H102	1987	Wolf	12.51	Transition	6.11	0.16	42	23
1288	13	8	Saskatch	H103	1987	Wolf	24.20	Transition	4.97	0.20	42	23
1289	32	2	Saskatch	H104	1987	Wolf	3.26	Transition	10.11	0.10	42	23
1290	7	0	Saskatch	H105	1987	Wolf	60.18	Transition	3.98	0.25	42	23
1291	12	3	Saskatch	H106	1987	Wolf	11.64	Transition	4.12	0.24	42	23
1292	5	1	Saskatch	H110	1987	Wolf	35.90	Transition	2.17	0.46	42	23
1293	16	5	Saskatch	M037	1987	Wolf	158.25	Transition	2.14	0.47	42	23
1294	59	13	Saskatch	M038	1987	Wolf	145.85	Transition	2.69	0.37	42	23
1295	9	7	Saskatch	M041	1987	Wolf	75.67	Transition	3.29	0.30	42	23
1296	97	9	Saskatch	M047	1987	Wolf	59.77	Transition	10.08	0.10	42	23
1297	57	6	Saskatch	M049	1987	Wolf	63.33	Transition	3.88	0.26	42	23
1298	25	0	Saskatch	M052	1987	Wolf	115.80	Transition	5.61	0.18	42	23
1299	25	9	Saskatch	M053	1987	Wolf	141.60	Transition	1.50	0.66	42	23
1300	1	2	Saskatch	M054	1987	Wolf	60.48	Transition	9.08	0.11	42	23
1301	7	2	Saskatch	M055	1987	Wolf	53.30	Transition	8.32	0.12	42	23
1302	47	3	Saskatch	M056	1987	Wolf	63.99	Transition	4.92	0.20	42	23
1303	98	1	Saskatch	M058	1987	Wolf	89.70	Transition	9.03	0.11	42	23
1304	17	8	Saskatch	M060	1987	Wolf	85.15	Transition	2.38	0.42	42	23
1305	3	3	Saskatch	M081	1987	Wolf	83.75	Transition	7.11	0.14	42	23
1306	17	2	Saskatch	M38B	1987	Wolf	135.98	Transition	3.52	0.28	42	23
1307	5	12	Saskatch	N005	1987	Wolf	246.92	Wolf	0.36	2.81	42	23
1308	11	13	Saskatch	N006	1987	Wolf	240.88	Wolf	0.21	4.78	42	23
1309	5	14	Saskatch	N007	1987	Wolf	283.04	Wolf	0.25	3.97	42	23
1310	2	40	Saskatch	N008	1987	Wolf	375.17	Wolf	0.03	31.52	42	23
1311	3	89	Saskatch	N009	1987	Wolf	383.87	Wolf	0.08	12.90	42	23
1312	1	44	Saskatch	N010	1987	Wolf	469.86	Wolf	0.04	27.94	42	23
1313	7	17	Saskatch	N011	1987	Wolf	316.57	Wolf	0.27	3.67	42	23
1314	9	15	Saskatch	N012	1987	Wolf	217.85	Wolf	0.67	1.49	42	23
1315	24	14	Saskatch	N013	1987	Wolf	222.22	Wolf	1.09	0.92	42	23
1316	34	60	Saskatch	N014	1987	Wolf	271.39	Wolf	0.58	1.71	42	23
1317	18	49	Saskatch	N015	1987	Wolf	298.05	Wolf	0.59	1.69	42	23
1318	25	196	Saskatch	N016	1987	Wolf	372.60	Wolf	0.11	9.01	42	23
1319	7	90	Saskatch	N017	1987	Wolf	407.90	Wolf	0.12	8.68	42	23
1320	0	21	Saskatch	N018	1987	Wolf	518.57	Wolf	0.09	10.66	42	23
1321	4	481	Saskatch	N019	1987	Wolf	447.20	Wolf	0.11	9.47	42	23
1322	15	45	Saskatch	N021	1987	Wolf	273.45	Wolf	0.53	1.88	42	23
1323	0	2	Saskatch	N022	1987	Wolf	595.88	Wolf	0.04	26.50	42	23
1324	0	15	Saskatch	N023	1987	Wolf	702.31	Wolf	0.10	10.26	42	23
1325	0	63	Saskatch	N024	1987	Wolf	741.42	Wolf	na	na	42	23
1326	0	12	Saskatch	N026	1987	Wolf	572.95	Wolf	0.09	11.50	42	23
1327	17	13	Saskatch	N028	1987	Wolf	190.76	Transition	0.70	1.44	42	23
1328	12	1	Saskatch	N031	1987	Wolf	243.65	Wolf	1.14	0.88	42	23
1329	8	15	Saskatch	N032	1987	Wolf	277.91	Wolf	0.15	6.70	42	23
1330	8	12	Saskatch	N033	1987	Wolf	325.92	Wolf	0.32	3.11	42	23
1331	1	7	Saskatch	N034	1987	Wolf	308.95	Wolf	0.13	7.60	42	23
1332	6	17	Saskatch	N035	1987	Wolf	237.73	Wolf	0.27	3.70	42	23
1333	0	17	Saskatch	N050	1987	Wolf	725.41	Wolf	0.01	167.00	42	23
1334	0	12	Saskatch	N057	1987	Wolf	613.92	Wolf	0.02	60.33	42	23
1335	3	7	Saskatch	N066	1987	Wolf	240.73	Wolf	0.29	3.48	42	23
1336	0	8	Saskatch	N068	1987	Wolf	520.28	Wolf	0.03	37.67	42	23
1337	5	18	Saskatch	N071	1987	Wolf	288.48	Wolf	0.16	6.14	42	23
1338	17	75	Saskatch	N074	1987	Wolf	360.77	Wolf	0.20	5.13	42	23
1339	0	62	Saskatch	N078	1987	Wolf	436.02	Wolf	0.05	19.65	42	23
1340	2	56	Saskatch	N079	1987	Wolf	352.06	Wolf	0.06	15.66	42	23
1341	1	54	Saskatch	N080	1987	Wolf	638.78	Wolf	0.02	59.00	42	23
1342	1	3	Saskatch	N086	1987	Wolf	215.76	Wolf	0.56	1.80	42	23
1343	0	0	Saskatch	N090	1987	Wolf	163.41	Transition	0.36	2.81	42	23
1344	0	43	Saskatch	N093	1987	Wolf	661.57	Wolf	0.00	278.50	42	23
1345	28	22	Saskatch	P001	1987	Wolf	117.67	Transition	1.63	0.61	42	23
1346	42	19	Saskatch	P002	1987	Wolf	103.05	Transition	2.57	0.39	42	23
1347	9	10	Saskatch	P003	1987	Wolf	162.24	Transition	1.17	0.85	42	23
1348	2	5	Saskatch	P004	1987	Wolf	196.95	Transition	0.45	2.20	42	23
1349	9	5	Saskatch	P020	1987	NoWolf	235.86	NoWolf	1.47	0.68	42	23
1350	32	2	Saskatch	P027	1987	Wolf	17.82	Transition	6.71	0.15	42	23
1351	24	3	Saskatch	P029	1987	Wolf	136.34	Transition	2.45	0.41	42	23
1352	3	6	Saskatch	P030	1987	Wolf	154.43	Transition	1.17	0.85	42	23
1353	3	4	Saskatch	P036	1987	Wolf	148.26	Transition	0.32	3.13	42	23
1354	7	15	Saskatch	P062	1987	Wolf	122.38	Transition	1.86	0.54	42	23
1355	53	3	Saskatch	P063	1987	Wolf	129.18	Transition	1.36	0.73	42	23
1356	8	0	Saskatch	P064	1987	Wolf	93.99	Transition	1.44	0.69	42	23
1357	2	8	Saskatch	P065	1987	Wolf	198.53	Transition	0.71	1.41	42	23
1358	1	12	Saskatch	P069	1987	Wolf	169.44	Transition	0.43	2.30	42	23
1359	3	11	Saskatch	P072	1987	Wolf	142.77	Transition	0.56	1.79	42	23
1360	12	3	Saskatch	P073	1987	Wolf	158.92	Transition	1.17	0.85	42	23
1361	5	7	Saskatch	P085	1987	Wolf	68.02	Transition	1.32	0.76	42	23
1362	10	18	Saskatch	P088	1987	Wolf	177.64	Transition	0.38	2.66	42	23
1363	423	339	Saskatch	Z001	1987	NoWolf	347.73	NoWolf	3.54	0.28	42	23
1364	406	553	Saskatch	Z002	1987	NoWolf	410.27	NoWolf	4.63	0.22	42	23
1365	157	38	Saskatch	Z003	1987	NoWolf	445.70	NoWolf	6.92	0.14	42	23
1366	304	615	Saskatch	Z004	1987	NoWolf	347.78	NoWolf	1.96	0.51	42	23
1367	417	448	Saskatch	Z005	1987	NoWolf	329.51	NoWolf	3.68	0.27	42	23
1368	465	228	Saskatch	Z006	1987	NoWolf	379.08	NoWolf	6.24	0.16	42	23
1369	253	53	Saskatch	Z007	1987	NoWolf	397.56	NoWolf	1.50	0.66	42	23
1370	118	91	Saskatch	Z008	1987	NoWolf	329.21	NoWolf	1.46	0.68	42	23
1371	65	55	Saskatch	Z009	1987	NoWolf	325.34	NoWolf	1.68	0.60	42	23
1372	102	240	Saskatch	Z010	1987	NoWolf	287.31	NoWolf	2.40	0.42	42	23
1373	69	126	Saskatch	Z011	1987	NoWolf	275.53	NoWolf	1.77	0.56	42	23
1374	1	13	Saskatch	Z012	1987	NoWolf	254.38	NoWolf	1.68	0.60	42	23
1375	133	278	Saskatch	Z013	1987	NoWolf	269.84	NoWolf	2.68	0.37	42	23
1376	182	226	Saskatch	Z014	1987	NoWolf	241.27	NoWolf	2.80	0.36	42	23
1377	641	1226	Saskatch	Z015	1987	NoWolf	260.99	NoWolf	1.63	0.61	42	23
